title,link,excerpt,published_at,funding_round,money_raised
Postmates Picks Up $35M In Series C From Spark Capital,https://techcrunch.com/2015/02/20/moneymates/,"Postmates, the on-demand delivery service that operates in nearly 60Â markets, has raised $35 million in Series C exclusively from existing investor Spark Capital, according to our sources. Postmates i...",2015/02/20,Series C,$35 M
Sun Basket cooks up another $15 million for gluten-free and paleo meal kits,https://techcrunch.com/2017/02/17/sun-basket-cooks-up-another-15-million-for-gluten-free-and-paleo-meal-kits/,"Meal kit delivery startups, at this point, are nothing new. They send pre-measured ingredients in an insulated package right to a subscriberâ??s door, and promise to alleviate the inconvenience of groce...",2017/02/17,NA,$15 M
Farmerâ??s Business Network cultivates $40 million to help farmers buy seeds at favorable prices,https://techcrunch.com/2017/03/07/farmers-business-network-cultivates-40-million-to-help-farmers-buy-seeds-at-favorable-prices/,"GV (formerly known as Google Ventures) and DBL Partners co-led a $40 million investment in Farmer's Business Network, Inc., the company announced on Tuesday. FBN started as something of a professional...",2017/03/07,NA,$40 M
Algorithmia raises $10.5M Series A round led by Googleâ??s new AI fund,https://techcrunch.com/2017/06/23/algorithmia-raises-10-5m-series-a-round-led-by-googles-new-ai-fund/,"About a month ago, word spread that Google had quietly launched a new fund for investing into AI companies. Now this fund has made its first (or at least its first public) investment. Led by Google's ...",2017/06/23,Series A,$10.5 M
MyTutor raises Â£3M Series A led by Mobeus to attack UK tutor market,https://techcrunch.com/2017/06/21/mytutor-raises-3m-series-a-led-by-mobeus-to-attack-uk-tutor-market/,The online tutoring market in the US is well-developed. Varsity Tutors raised $50m; Wiseant $20m; Tutor.com sold to IAC and InstaEdu was recently bought out. So it makes sense that this model would be...,2017/06/21,Series A,£3 M
Healthcare booking platform DocPlanner raises â?¬15M Series D,https://techcrunch.com/2017/05/23/docplanner-d/,"DocPlanner, the European online booking platform for healthcare appointments, has raised â?¬15 million in Series D funding, just ten months after announcing a larger Series C round of $20 million (~â?¬18m...",2017/05/23,Series D,¬15 M
Flash Sales Site SportPursuit Scores Â£9.5M Series C,https://techcrunch.com/2015/11/22/flash-sales-site-sportpursuit-scores-9-5m-series-c/,"SportPursuit, the flash sales site for 'premium' outdoor and sports gear, has raised Â£9.5 million in Series C funding. Investors this time around are Scottish Equity Partners (SEP), Grafton Capital, a...",2015/11/22,Series C,£9.5 M
Letâ??s make Series A terms more logical by moving to object-oriented capital,https://techcrunch.com/2017/01/22/lets-make-series-a-terms-more-logical-by-moving-to-object-oriented-capital/,"Seed terms have gotten much better, but I still find Series A (and beyond) term sheets frustrating. I think we can change the â??normâ?? by offering entrepreneurs a better alternative. So if you have term...",2017/01/22,Series A,unknown
"Reali expands its online real-estate service to the entire Bay Area, raises $5M Series A round",https://techcrunch.com/2017/05/25/reali-expands-it-online-real-estate-service-to-the-entire-bay-area-raises-5m-series-a-round/,"RealiÂ wants to change how people buy and sell their homes and now it has $5 million more to work on it, thanks to a Series AÂ led by Signia Venture Partners. The company also today announced that it is...",2017/05/25,Series A,$5 M
Distil scores $21 million Series C to crush bad bots,https://techcrunch.com/2016/08/02/distil-shoots-for-profitability-after-21-million-series-c-raise/,"Distil Networks, a company that helps discover and eradicate bad bots, announced a $21 million Series C round today. Funders includeÂ new investor Silicon Valley Bank along with previous participantsÂ B...",2016/08/02,Series C,$21 M
Product discovery platform Influenster secures $8M in Series A funding from Ebates,https://techcrunch.com/2016/04/04/product-discovery-platform-influenster-secures-8m-in-series-a-funding-from-ebates/,"Product discovery and reviews platform, Influenster, has raised $8 millionÂ in financing fromÂ Ebates, a leading online cashback shopping service. Ebates is a subsidiary of Rakuten â?? the multi-billion d...",2016/04/04,Series A,$8 M
"Chinaâ??s Miyabaobei, An Online Store For Baby Products, Scores $60M Series C",https://techcrunch.com/2014/12/15/chinas-miyabaobei-an-online-store-for-baby-products-scores-60m-series-c/,"Miyabaobei, a Chinese site that sells formula, clothes, and other items for babies and toddlers, has raised a $60 million Series C round from H Capital, with participation from returning investors Seq...",2014/12/15,Series C,$60 M
Yoyo Wallet raises Â£12M Series B led by Metro Group to expand in Europe,https://techcrunch.com/2017/06/25/yoyo-wallet-raises-12m-series-b-led-by-metro-group-to-expand-in-europe/,"The race to digitise the loyalty card just got a shot in the arm with the news that Yoyo Wallet, the European-based mobile payment and customer loyalty platform, has raised a Â£12 million Series B roun...",2017/06/25,Series B,£12 M
C1X raises $8.5M for its advertiser and publisher tech,https://techcrunch.com/2016/10/11/c1x-series-b/,C1XÂ has raised another $8.5 million in what it says is the first part of a Series B round of funding. The company was founded byÂ Mukundu Kumaran (CEO) and Daisuke Nagayama (chief operating officer and...,2016/10/11,Series B,$8.5 M
Showpad closes $50M Series C to keep growing its SaaS sales productivity platform,https://techcrunch.com/2016/05/19/showpad-closes-50m-series-c-to-keep-growing-its-saas-sales-productivity-platform/,"SaaS startup ShowpadÂ which has built a platformÂ designedÂ to improve other businesses' sales productivity has closed a $50 million Series C funding round, led byÂ Insight Venture Partners -- with Insigh...",2016/05/19,Series C,$50 M
German consumer loans marketplace Finanzcheck closes â?¬33M Series C,https://techcrunch.com/2016/04/06/german-consumer-loans-marketplace-finanzcheck-closes-e33m-series-c/,"In Europe, London tends to grab most of the fintech limelight but other tech hubs in the continent are producing their fair share of fintech companies with comparative success, not least in Germany. E...",2016/04/06,Series C,¬33 M
"AimBrain, a startup that uses biometric authentication to fight fintech fraud, raises Â£4M Series A",https://techcrunch.com/2017/06/19/aimbrain/,"AimBrain, a London startup that offers ""biometric identity"" as a service to help fintech companies and other financial institutions fight fraud, has raised Â£4 million in Series A funding. BGF Ventures...",2017/06/19,Series A,£4 M
"Donâ??t Launch A Company, Launch A Fund (Or The Series A Will Die)",https://techcrunch.com/2011/11/04/dont-launch-a-company-launch-a-fund-or-the-series-a-will-die/,"Editorâ??s note: This guest post is authored by Adeo Ressi, who is the founder of The Founder Institute and TheFunded.com. You can follow him on Twitter here. Every investor and entrepreneur knows there...",2011/11/04,Series A,unknown
"PubNub Expands Series C To $25M, Banks On IoT To Boost Business On Its Messaging Network",https://techcrunch.com/2015/10/14/pubnub-expands-series-c-to-25m-banks-on-iot-to-boost-business-on-its-messaging-network/,"PubNub, the startup that has built a data network that carriesÂ messaging forÂ apps, IoT hardware and other low-latency services, is today announcing that it has extended and closed its Series C round. ...",2015/10/14,Series C,$25 M
Hiring Software Juggernaut Greenhouse Swallows $35M Series C,https://techcrunch.com/2015/08/24/keeping-resources-human/,"""Weâ??re not trying to be the all-singing, all-dancing HR system. I donâ??t know how to be kickass at payroll"" says Greenhouse CEO Daniel Chait. But what his startup is kicking ass at is hiring software. ...",2015/08/24,Series C,$35 M
"Quiqup, a London-based on-demand delivery startup, raises Â£20M Series B",https://techcrunch.com/2017/05/23/quiqup-series-b/,"Quiqup, a London-based delivery startup that operates a ""shop on your behalf"" app similar to Jinn in Europe or Postmates in the U.S., in addition to a growing B2B business, has raised Â£20 million in S...",2017/05/23,Series B,£20 M
Instart Logic Bags $26M in Series C Funding To Continue Reinventing Content Delivery Networks,https://techcrunch.com/2014/05/13/instart-logic-bags-26m-in-series-c-funding-to-disrupt-cdns/,"Content delivery network companyÂ Instart LogicÂ today receivedÂ $26 million in Series C funding from KPCB,Â Andreessen Horowitz, Greylock Partners, Sutter Hill Ventures and Tenaya Capital. The Series C i...",2014/05/13,Series C,$26 M
CB Insights Raises $10 Million in Series A Funding,https://techcrunch.com/2015/11/09/cb-insights-raises-10-million-in-series-a-funding/,"CB Insights, aÂ nearly six-year-old, New York-based researchÂ outfitÂ whose private company data and analysis has become oft-cited in media reports about the startup industry, has raised $10 million in S...",2015/11/09,Series A,$10 M
Online grocery platform Farmdrop raises Â£7M Series A led by Atomico,https://techcrunch.com/2017/04/23/farmdrop/,"Farmdrop, a farmer-friendly online grocery platform based in the U.K., has raised Â£7 million in Series A funding. Leading the round is Atomico, the London VC fund founded by Skype co-founder Niklas Ze...",2017/04/23,Series A,£7 M
CloudPhysics Grabs $15M In Series C Funding And Announces New Virtual Storage Predictive Analytics,https://techcrunch.com/2014/06/23/cloudphysics-grabs-15m-in-series-c-funding-and-announces-new-virtual-storage-predictive-analytics/,"CloudPhysics has a vision for the data center: It wants to give sysadmins clarity and insight into possible issues that createÂ bottlenecks in a virtualized environment, offer solutions when they happe...",2014/06/23,Series C,$15 M
ElasticSearch Scores $70M In Series C To Fund Growth Spurt,https://techcrunch.com/2014/06/05/elasticsearch-scores-70m-in-series-c-to-fund-growth-spurt/,ElasticSearch announcedÂ $70M in Series C funding today just 18 months after forming the company. Company executives say theyÂ will use the money to continue to drive their phenomenal growth. This round...,2014/06/05,Series C,$70 M
C2Call closes a $2m series A round for its browser-based VoIP phone,https://techcrunch.com/2010/08/05/c2call-closes-a-2-million-series-a-round-for-its-browser-based-voip-phone/,"C2Call, the free browser-based Internet phone solution, has just raised an additional $2 million in Series A funding from Draper Investment Company, High-Tech GrÃ¼nderfonds and Mr. Klaus Wecken, co-fou...",2010/08/05,Series A,$2 M
